plant_id,accession,accession_slug,treatment,replicate,dag_drought_onset,drought_category,fw_g,dw_g,image_side_dir,image_top_dir,available_timepoints,num_images_side,num_images_top,is_dead
24_FabaDr_134,Suontakainen me0302,Suontakainen me0302,WHC-80,2,,,236.69,22.110000000000003,data/img/side_view/Acc-23 - Suontakainen me0302/WHC-80%/Rep-2 - 24_FabaDr_134,data/img/top_view/Acc-23 - Suontakainen me0302/WHC-80%/Rep-2 - 24_FabaDr_134,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_135,Suontakainen me0302,Suontakainen me0302,WHC-80,3,,,212.09,18.919999999999998,data/img/side_view/Acc-23 - Suontakainen me0302/WHC-80%/Rep-3 - 24_FabaDr_135,data/img/top_view/Acc-23 - Suontakainen me0302/WHC-80%/Rep-3 - 24_FabaDr_135,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_136,Suontakainen me0302,Suontakainen me0302,WHC-30,1,34.0,Late,73.91,7.749999999999998,data/img/side_view/Acc-23 - Suontakainen me0302/WHC-30%/Rep-1 - 24_FabaDr_136,data/img/top_view/Acc-23 - Suontakainen me0302/WHC-30%/Rep-1 - 24_FabaDr_136,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_137,Suontakainen me0302,Suontakainen me0302,WHC-30,2,34.0,Late,71.46,7.24,data/img/side_view/Acc-23 - Suontakainen me0302/WHC-30%/Rep-2 - 24_FabaDr_137,data/img/top_view/Acc-23 - Suontakainen me0302/WHC-30%/Rep-2 - 24_FabaDr_137,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_138,Suontakainen me0302,Suontakainen me0302,WHC-30,3,34.0,Late,75.24,7.580000000000002,data/img/side_view/Acc-23 - Suontakainen me0302/WHC-30%/Rep-3 - 24_FabaDr_138,data/img/top_view/Acc-23 - Suontakainen me0302/WHC-30%/Rep-3 - 24_FabaDr_138,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_139,Korkeamaki,Korkeamaki,WHC-80,1,,,178.51,17.689999999999998,data/img/side_view/Acc-24 - Korkeamaki/WHC-80%/Rep-1 - 24_FabaDr_139,data/img/top_view/Acc-24 - Korkeamaki/WHC-80%/Rep-1 - 24_FabaDr_139,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_140,Korkeamaki,Korkeamaki,WHC-80,2,,,179.4,16.659999999999997,data/img/side_view/Acc-24 - Korkeamaki/WHC-80%/Rep-2 - 24_FabaDr_140,data/img/top_view/Acc-24 - Korkeamaki/WHC-80%/Rep-2 - 24_FabaDr_140,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_141,Korkeamaki,Korkeamaki,WHC-80,3,,,164.09,15.11,data/img/side_view/Acc-24 - Korkeamaki/WHC-80%/Rep-3 - 24_FabaDr_141,data/img/top_view/Acc-24 - Korkeamaki/WHC-80%/Rep-3 - 24_FabaDr_141,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_142,Korkeamaki,Korkeamaki,WHC-30,1,24.0,Mid,86.04,8.479999999999999,data/img/side_view/Acc-24 - Korkeamaki/WHC-30%/Rep-1 - 24_FabaDr_142,data/img/top_view/Acc-24 - Korkeamaki/WHC-30%/Rep-1 - 24_FabaDr_142,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_143,Korkeamaki,Korkeamaki,WHC-30,2,24.0,Mid,81.66,6.869999999999999,data/img/side_view/Acc-24 - Korkeamaki/WHC-30%/Rep-2 - 24_FabaDr_143,data/img/top_view/Acc-24 - Korkeamaki/WHC-30%/Rep-2 - 24_FabaDr_143,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_144,Korkeamaki,Korkeamaki,WHC-30,3,24.0,Mid,86.39999999999999,8.34,data/img/side_view/Acc-24 - Korkeamaki/WHC-30%/Rep-3 - 24_FabaDr_144,data/img/top_view/Acc-24 - Korkeamaki/WHC-30%/Rep-3 - 24_FabaDr_144,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_145,Sairala me0503,Sairala me0503,WHC-80,1,,,253.55,22.979999999999997,data/img/side_view/Acc-25 - Sairala me0503/WHC-80%/Rep-1 - 24_FabaDr_145,data/img/top_view/Acc-25 - Sairala me0503/WHC-80%/Rep-1 - 24_FabaDr_145,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_146,Sairala me0503,Sairala me0503,WHC-80,2,,,157.55,14.850000000000001,data/img/side_view/Acc-25 - Sairala me0503/WHC-80%/Rep-2 - 24_FabaDr_146,data/img/top_view/Acc-25 - Sairala me0503/WHC-80%/Rep-2 - 24_FabaDr_146,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_147,Sairala me0503,Sairala me0503,WHC-80,3,,,167.07999999999998,16.26,data/img/side_view/Acc-25 - Sairala me0503/WHC-80%/Rep-3 - 24_FabaDr_147,data/img/top_view/Acc-25 - Sairala me0503/WHC-80%/Rep-3 - 24_FabaDr_147,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_148,Sairala me0503,Sairala me0503,WHC-30,1,34.0,Late,52.050000000000004,4.58,data/img/side_view/Acc-25 - Sairala me0503/WHC-30%/Rep-1 - 24_FabaDr_148,data/img/top_view/Acc-25 - Sairala me0503/WHC-30%/Rep-1 - 24_FabaDr_148,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_149,Sairala me0503,Sairala me0503,WHC-30,2,34.0,Late,56.41,5.760000000000002,data/img/side_view/Acc-25 - Sairala me0503/WHC-30%/Rep-2 - 24_FabaDr_149,data/img/top_view/Acc-25 - Sairala me0503/WHC-30%/Rep-2 - 24_FabaDr_149,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_150,Sairala me0503,Sairala me0503,WHC-30,3,34.0,Late,62.239999999999995,5.84,data/img/side_view/Acc-25 - Sairala me0503/WHC-30%/Rep-3 - 24_FabaDr_150,data/img/top_view/Acc-25 - Sairala me0503/WHC-30%/Rep-3 - 24_FabaDr_150,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_151,Horshult,Horshult,WHC-80,1,,,140.25,13.410000000000002,data/img/side_view/Acc-26 - Horshult/WHC-80%/Rep-1 - 24_FabaDr_151,data/img/top_view/Acc-26 - Horshult/WHC-80%/Rep-1 - 24_FabaDr_151,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_152,Horshult,Horshult,WHC-80,2,,,144.02,14.430000000000001,data/img/side_view/Acc-26 - Horshult/WHC-80%/Rep-2 - 24_FabaDr_152,data/img/top_view/Acc-26 - Horshult/WHC-80%/Rep-2 - 24_FabaDr_152,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_153,Horshult,Horshult,WHC-80,3,,,173.31,18.11,data/img/side_view/Acc-26 - Horshult/WHC-80%/Rep-3 - 24_FabaDr_153,data/img/top_view/Acc-26 - Horshult/WHC-80%/Rep-3 - 24_FabaDr_153,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_154,Horshult,Horshult,WHC-30,1,19.0,Early,74.06,7.370000000000001,data/img/side_view/Acc-26 - Horshult/WHC-30%/Rep-1 - 24_FabaDr_154,data/img/top_view/Acc-26 - Horshult/WHC-30%/Rep-1 - 24_FabaDr_154,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_155,Horshult,Horshult,WHC-30,2,19.0,Early,65.65,5.91,data/img/side_view/Acc-26 - Horshult/WHC-30%/Rep-2 - 24_FabaDr_155,data/img/top_view/Acc-26 - Horshult/WHC-30%/Rep-2 - 24_FabaDr_155,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_156,Horshult,Horshult,WHC-30,3,19.0,Early,66.84,7.26,data/img/side_view/Acc-26 - Horshult/WHC-30%/Rep-3 - 24_FabaDr_156,data/img/top_view/Acc-26 - Horshult/WHC-30%/Rep-3 - 24_FabaDr_156,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_157,Saari,Saari,WHC-80,1,,,251.34999999999997,26.889999999999997,data/img/side_view/Acc-27 - Saari/WHC-80%/Rep-1 - 24_FabaDr_157,data/img/top_view/Acc-27 - Saari/WHC-80%/Rep-1 - 24_FabaDr_157,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_158,Saari,Saari,WHC-80,2,,,248.17000000000002,23.1,data/img/side_view/Acc-27 - Saari/WHC-80%/Rep-2 - 24_FabaDr_158,data/img/top_view/Acc-27 - Saari/WHC-80%/Rep-2 - 24_FabaDr_158,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_159,Saari,Saari,WHC-80,3,,,141.13,15.47,data/img/side_view/Acc-27 - Saari/WHC-80%/Rep-3 - 24_FabaDr_159,data/img/top_view/Acc-27 - Saari/WHC-80%/Rep-3 - 24_FabaDr_159,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_160,Saari,Saari,WHC-30,1,20.0,Early,77.03,6.830000000000002,data/img/side_view/Acc-27 - Saari/WHC-30%/Rep-1 - 24_FabaDr_160,data/img/top_view/Acc-27 - Saari/WHC-30%/Rep-1 - 24_FabaDr_160,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_161,Saari,Saari,WHC-30,2,20.0,Early,96.94999999999999,9.429999999999998,data/img/side_view/Acc-27 - Saari/WHC-30%/Rep-2 - 24_FabaDr_161,data/img/top_view/Acc-27 - Saari/WHC-30%/Rep-2 - 24_FabaDr_161,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_162,Saari,Saari,WHC-30,3,20.0,Early,76.5,6.579999999999998,data/img/side_view/Acc-27 - Saari/WHC-30%/Rep-3 - 24_FabaDr_162,data/img/top_view/Acc-27 - Saari/WHC-30%/Rep-3 - 24_FabaDr_162,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_163,Gubbestad,Gubbestad,WHC-80,1,,,193.1,20.91,data/img/side_view/Acc-28 - Gubbestad/WHC-80%/Rep-1 - 24_FabaDr_163,data/img/top_view/Acc-28 - Gubbestad/WHC-80%/Rep-1 - 24_FabaDr_163,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_164,Gubbestad,Gubbestad,WHC-80,2,,,173.26000000000002,16.93,data/img/side_view/Acc-28 - Gubbestad/WHC-80%/Rep-2 - 24_FabaDr_164,data/img/top_view/Acc-28 - Gubbestad/WHC-80%/Rep-2 - 24_FabaDr_164,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_165,Gubbestad,Gubbestad,WHC-80,3,,,183.64,18.870000000000005,data/img/side_view/Acc-28 - Gubbestad/WHC-80%/Rep-3 - 24_FabaDr_165,data/img/top_view/Acc-28 - Gubbestad/WHC-80%/Rep-3 - 24_FabaDr_165,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_166,Gubbestad,Gubbestad,WHC-30,1,19.0,Early,70.41,6.939999999999998,data/img/side_view/Acc-28 - Gubbestad/WHC-30%/Rep-1 - 24_FabaDr_166,data/img/top_view/Acc-28 - Gubbestad/WHC-30%/Rep-1 - 24_FabaDr_166,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_167,Gubbestad,Gubbestad,WHC-30,2,19.0,Early,80.71000000000001,8.78,data/img/side_view/Acc-28 - Gubbestad/WHC-30%/Rep-2 - 24_FabaDr_167,data/img/top_view/Acc-28 - Gubbestad/WHC-30%/Rep-2 - 24_FabaDr_167,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_168,Gubbestad,Gubbestad,WHC-30,3,19.0,Early,61.78000000000001,6.5699999999999985,data/img/side_view/Acc-28 - Gubbestad/WHC-30%/Rep-3 - 24_FabaDr_168,data/img/top_view/Acc-28 - Gubbestad/WHC-30%/Rep-3 - 24_FabaDr_168,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_169,Goteryd,Goteryd,WHC-80,1,,,191.08,18.300000000000004,data/img/side_view/Acc-29 - Goteryd/WHC-80%/Rep-1 - 24_FabaDr_169,data/img/top_view/Acc-29 - Goteryd/WHC-80%/Rep-1 - 24_FabaDr_169,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_170,Goteryd,Goteryd,WHC-80,2,,,202.25,17.740000000000002,data/img/side_view/Acc-29 - Goteryd/WHC-80%/Rep-2 - 24_FabaDr_170,data/img/top_view/Acc-29 - Goteryd/WHC-80%/Rep-2 - 24_FabaDr_170,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_171,Goteryd,Goteryd,WHC-80,3,,,176.11,16.49,data/img/side_view/Acc-29 - Goteryd/WHC-80%/Rep-3 - 24_FabaDr_171,data/img/top_view/Acc-29 - Goteryd/WHC-80%/Rep-3 - 24_FabaDr_171,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_172,Goteryd,Goteryd,WHC-30,1,19.0,Early,61.69,6.0,data/img/side_view/Acc-29 - Goteryd/WHC-30%/Rep-1 - 24_FabaDr_172,data/img/top_view/Acc-29 - Goteryd/WHC-30%/Rep-1 - 24_FabaDr_172,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_173,Goteryd,Goteryd,WHC-30,2,19.0,Early,73.23,8.020000000000001,data/img/side_view/Acc-29 - Goteryd/WHC-30%/Rep-2 - 24_FabaDr_173,data/img/top_view/Acc-29 - Goteryd/WHC-30%/Rep-2 - 24_FabaDr_173,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_174,Goteryd,Goteryd,WHC-30,3,19.0,Early,68.00999999999999,7.529999999999999,data/img/side_view/Acc-29 - Goteryd/WHC-30%/Rep-3 - 24_FabaDr_174,data/img/top_view/Acc-29 - Goteryd/WHC-30%/Rep-3 - 24_FabaDr_174,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_175,Imatra me0101,Imatra me0101,WHC-80,1,,,149.5,12.21,data/img/side_view/Acc-30 - Imatra me0101/WHC-80%/Rep-1 - 24_FabaDr_175,data/img/top_view/Acc-30 - Imatra me0101/WHC-80%/Rep-1 - 24_FabaDr_175,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_176,Imatra me0101,Imatra me0101,WHC-80,2,,,243.32000000000002,24.58,data/img/side_view/Acc-30 - Imatra me0101/WHC-80%/Rep-2 - 24_FabaDr_176,data/img/top_view/Acc-30 - Imatra me0101/WHC-80%/Rep-2 - 24_FabaDr_176,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_177,Imatra me0101,Imatra me0101,WHC-80,3,,,110.05,10.51,data/img/side_view/Acc-30 - Imatra me0101/WHC-80%/Rep-3 - 24_FabaDr_177,data/img/top_view/Acc-30 - Imatra me0101/WHC-80%/Rep-3 - 24_FabaDr_177,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_178,Imatra me0101,Imatra me0101,WHC-30,1,33.0,Late,95.50999999999999,9.610000000000001,data/img/side_view/Acc-30 - Imatra me0101/WHC-30%/Rep-1 - 24_FabaDr_178,data/img/top_view/Acc-30 - Imatra me0101/WHC-30%/Rep-1 - 24_FabaDr_178,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_179,Imatra me0101,Imatra me0101,WHC-30,2,33.0,Late,68.63000000000001,6.01,data/img/side_view/Acc-30 - Imatra me0101/WHC-30%/Rep-2 - 24_FabaDr_179,data/img/top_view/Acc-30 - Imatra me0101/WHC-30%/Rep-2 - 24_FabaDr_179,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_180,Imatra me0101,Imatra me0101,WHC-30,3,33.0,Late,61.88000000000001,6.079999999999998,data/img/side_view/Acc-30 - Imatra me0101/WHC-30%/Rep-3 - 24_FabaDr_180,data/img/top_view/Acc-30 - Imatra me0101/WHC-30%/Rep-3 - 24_FabaDr_180,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_181,Lemi me0702,Lemi me0702,WHC-80,1,,,230.01,21.130000000000003,data/img/side_view/Acc-31 - Lemi me0702/WHC-80%/Rep-1 - 24_FabaDr_181,data/img/top_view/Acc-31 - Lemi me0702/WHC-80%/Rep-1 - 24_FabaDr_181,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_182,Lemi me0702,Lemi me0702,WHC-80,2,,,116.84,11.17,data/img/side_view/Acc-31 - Lemi me0702/WHC-80%/Rep-2 - 24_FabaDr_182,data/img/top_view/Acc-31 - Lemi me0702/WHC-80%/Rep-2 - 24_FabaDr_182,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_183,Lemi me0702,Lemi me0702,WHC-80,3,,,167.29,15.22,data/img/side_view/Acc-31 - Lemi me0702/WHC-80%/Rep-3 - 24_FabaDr_183,data/img/top_view/Acc-31 - Lemi me0702/WHC-80%/Rep-3 - 24_FabaDr_183,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_184,Lemi me0702,Lemi me0702,WHC-30,1,29.0,Mid,52.099999999999994,5.370000000000001,data/img/side_view/Acc-31 - Lemi me0702/WHC-30%/Rep-1 - 24_FabaDr_184,data/img/top_view/Acc-31 - Lemi me0702/WHC-30%/Rep-1 - 24_FabaDr_184,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_185,Lemi me0702,Lemi me0702,WHC-30,2,29.0,Mid,90.37,9.119999999999997,data/img/side_view/Acc-31 - Lemi me0702/WHC-30%/Rep-2 - 24_FabaDr_185,data/img/top_view/Acc-31 - Lemi me0702/WHC-30%/Rep-2 - 24_FabaDr_185,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_186,Lemi me0702,Lemi me0702,WHC-30,3,29.0,Mid,56.019999999999996,4.93,data/img/side_view/Acc-31 - Lemi me0702/WHC-30%/Rep-3 - 24_FabaDr_186,data/img/top_view/Acc-31 - Lemi me0702/WHC-30%/Rep-3 - 24_FabaDr_186,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_187,Kokkosenkyla,Kokkosenkyla,WHC-80,1,,,181.51,19.740000000000002,data/img/side_view/Acc-32 - Kokkosenkyla/WHC-80%/Rep-1 - 24_FabaDr_187,data/img/top_view/Acc-32 - Kokkosenkyla/WHC-80%/Rep-1 - 24_FabaDr_187,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_188,Kokkosenkyla,Kokkosenkyla,WHC-80,2,,,148.17,17.41,data/img/side_view/Acc-32 - Kokkosenkyla/WHC-80%/Rep-2 - 24_FabaDr_188,data/img/top_view/Acc-32 - Kokkosenkyla/WHC-80%/Rep-2 - 24_FabaDr_188,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_189,Kokkosenkyla,Kokkosenkyla,WHC-80,3,,,199.70000000000002,20.380000000000003,data/img/side_view/Acc-32 - Kokkosenkyla/WHC-80%/Rep-3 - 24_FabaDr_189,data/img/top_view/Acc-32 - Kokkosenkyla/WHC-80%/Rep-3 - 24_FabaDr_189,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_190,Kokkosenkyla,Kokkosenkyla,WHC-30,1,28.0,Mid,79.83000000000001,8.030000000000001,data/img/side_view/Acc-32 - Kokkosenkyla/WHC-30%/Rep-1 - 24_FabaDr_190,data/img/top_view/Acc-32 - Kokkosenkyla/WHC-30%/Rep-1 - 24_FabaDr_190,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_191,Kokkosenkyla,Kokkosenkyla,WHC-30,2,28.0,Mid,73.53,7.380000000000001,data/img/side_view/Acc-32 - Kokkosenkyla/WHC-30%/Rep-2 - 24_FabaDr_191,data/img/top_view/Acc-32 - Kokkosenkyla/WHC-30%/Rep-2 - 24_FabaDr_191,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_192,Kokkosenkyla,Kokkosenkyla,WHC-30,3,28.0,Mid,75.48,8.469999999999999,data/img/side_view/Acc-32 - Kokkosenkyla/WHC-30%/Rep-3 - 24_FabaDr_192,data/img/top_view/Acc-32 - Kokkosenkyla/WHC-30%/Rep-3 - 24_FabaDr_192,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_193,AP8308100101,AP8308100101,WHC-80,1,,,176.12,16.67,data/img/side_view/Acc-33 - AP8308100101/WHC-80%/Rep-1 - 24_FabaDr_193,data/img/top_view/Acc-33 - AP8308100101/WHC-80%/Rep-1 - 24_FabaDr_193,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_194,AP8308100101,AP8308100101,WHC-80,2,,,115.00000000000001,11.379999999999999,data/img/side_view/Acc-33 - AP8308100101/WHC-80%/Rep-2 - 24_FabaDr_194,data/img/top_view/Acc-33 - AP8308100101/WHC-80%/Rep-2 - 24_FabaDr_194,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_195,AP8308100101,AP8308100101,WHC-80,3,,,189.05,18.57,data/img/side_view/Acc-33 - AP8308100101/WHC-80%/Rep-3 - 24_FabaDr_195,data/img/top_view/Acc-33 - AP8308100101/WHC-80%/Rep-3 - 24_FabaDr_195,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_196,AP8308100101,AP8308100101,WHC-30,1,38.0,Late,70.47,6.74,data/img/side_view/Acc-33 - AP8308100101/WHC-30%/Rep-1 - 24_FabaDr_196,data/img/top_view/Acc-33 - AP8308100101/WHC-30%/Rep-1 - 24_FabaDr_196,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_197,AP8308100101,AP8308100101,WHC-30,2,38.0,Late,89.69,9.22,data/img/side_view/Acc-33 - AP8308100101/WHC-30%/Rep-2 - 24_FabaDr_197,data/img/top_view/Acc-33 - AP8308100101/WHC-30%/Rep-2 - 24_FabaDr_197,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_198,AP8308100101,AP8308100101,WHC-30,3,38.0,Late,74.25,6.73,data/img/side_view/Acc-33 - AP8308100101/WHC-30%/Rep-3 - 24_FabaDr_198,data/img/top_view/Acc-33 - AP8308100101/WHC-30%/Rep-3 - 24_FabaDr_198,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
